sender_bank,sender_account,receiver_bank,receiver_account,amount,timestamp
004,818051,003,172678,30139.838422456975,2024-05-17 10:31:19
001,670425,001,661835,30015.02352213937,2024-07-13 01:12:16
002,822288,001,661698,30015.02352213937,2024-10-28 09:20:50
002,822327,003,175479,30015.02352213937,2024-11-20 09:44:30
002,825395,005,371997,31305.58701889878,2024-03-03 11:24:08
002,824495,001,661548,39905.82016321046,2024-02-27 16:12:03
001,662384,001,670864,30699.27982502125,2024-05-12 05:24:23
005,377123,003,173489,30699.27982502125,2024-11-09 03:30:04
001,670809,002,825913,30699.27982502125,2024-07-21 17:42:11
003,172945,003,178558,10200.714572301606,2024-06-04 11:04:27
001,664566,005,377134,27596.458095182545,2024-02-13 21:41:25
004,810924,003,173975,25702.257602975296,2024-04-29 13:48:15
002,827552,003,172198,48323.84323418512,2024-04-09 18:56:13
003,171659,005,371346,14027.774782380062,2024-08-22 07:16:34
002,824663,003,177618,38155.33369030253,2024-10-16 10:40:39
003,176282,005,368260,43958.16336581629,2024-03-05 03:54:02
004,816640,005,373615,44480.56279333041,2024-02-13 00:02:14
005,375914,002,829327,48068.89520764307,2024-02-03 00:38:47
003,172699,005,372112,19299.11750542628,2024-04-07 11:50:43
005,368430,004,813620,21012.192061209968,2024-08-28 09:18:10
003,177607,005,369796,48485.81674042382,2024-03-10 17:25:33
005,377189,001,670026,11177.605015696208,2024-11-01 12:20:58
003,170944,001,662646,38863.7700564655,2024-10-10 14:31:18
002,820719,004,814016,24910.60955910435,2024-09-17 16:42:47
001,665102,001,670921,13774.053705559374,2024-10-30 01:41:56
002,824164,005,371735,9839.233715779124,2024-06-11 09:32:17
002,823411,005,375581,26243.156909305515,2024-11-21 12:33:05
003,174207,002,829479,44399.76847537326,2024-12-05 04:04:25
001,668104,005,376268,18912.77144162156,2024-03-26 06:19:56
001,670138,001,661544,13358.991864307412,2024-11-11 03:55:57
001,665058,003,180161,34255.710473485204,2024-01-30 13:05:34
002,828489,005,372892,41421.13402437151,2024-09-11 09:55:53
005,374362,001,668250,24385.770909023504,2024-05-12 01:07:14
003,172169,002,829891,46261.93338590009,2024-10-02 19:10:28
003,172024,004,813712,31670.8215299968,2024-10-10 11:17:55
003,173989,001,664797,32123.167358608094,2024-08-11 15:18:19
002,827595,001,667217,15769.057050788771,2024-02-14 00:11:35
004,811599,002,827020,8094.349288726892,2024-03-08 22:15:23
005,373315,001,664846,43305.09141777044,2024-06-25 15:41:18
004,815742,002,823612,18418.0517858568,2024-03-21 02:17:55
003,172223,003,176766,13467.925009965096,2024-05-21 16:55:29
001,667698,001,668410,30601.61725724381,2024-12-10 07:25:09
005,372391,004,816689,30601.61725724381,2024-01-10 13:50:58
003,173737,002,821709,30601.61725724381,2024-05-21 03:29:47
001,668821,002,820565,26136.016545000988,2024-10-06 01:59:17
002,822373,004,820199,4324.577728826104,2024-01-16 11:38:29
005,371779,002,820244,14260.313213630936,2024-10-30 03:23:00
005,371617,005,376316,16455.584871943745,2024-09-07 20:24:28
004,812584,001,669001,10326.23003936752,2024-06-30 16:33:37
004,811320,003,179851,28116.97922971256,2024-08-06 04:55:21
005,368010,003,176747,102595.65145348414,2024-10-02 07:43:21
005,372289,002,829209,109044.17168136404,2024-10-03 14:43:21
004,814445,003,171949,97238.13741447288,2024-10-04 14:43:21
002,826586,002,824992,111113.47226651828,2024-10-03 15:43:21
003,180533,002,825434,93649.8607865952,2024-10-04 01:43:21
004,812004,005,371636,99511.01491820208,2024-10-01 19:43:21
003,175020,001,667454,92285.5215531859,2024-10-03 09:43:21
002,826185,004,817287,97844.2078697196,2024-10-03 00:43:21
003,173310,001,665683,8727.882029356466,2024-09-29 07:55:35
002,826024,001,666886,30967.96650741683,2024-07-12 11:19:43
002,827476,003,173703,30967.96650741683,2024-04-12 13:10:53
001,667984,001,667026,30967.96650741683,2024-03-09 05:25:30
004,817995,001,667634,1254.4153631607132,2024-08-12 17:59:41
004,820604,005,368950,42239.25626846732,2024-01-29 00:06:29
004,811568,001,664772,24557.74970991435,2024-09-04 18:49:04
004,815333,005,373388,48232.03500085823,2024-08-16 07:18:29
005,368033,005,371639,3399.070979634349,2024-02-08 23:10:23
002,827740,001,666528,29521.544831228333,2024-11-30 01:17:52
004,815999,005,372653,10066.739199409876,2024-04-01 08:36:39
002,825284,002,824385,14190.094729710292,2024-05-30 19:48:01
003,175194,003,176115,81924.90136809282,2024-11-21 21:06:33
001,664839,005,370864,107064.65168017316,2024-11-21 06:06:33
003,174585,002,828829,82116.96258641467,2024-11-22 02:06:33
001,667631,003,178944,109960.6746858314,2024-11-20 05:06:33
005,374151,002,824157,93597.28957504292,2024-11-19 20:06:33
002,821753,003,177675,111564.4521043254,2024-11-21 09:06:33
004,819945,003,180568,49508.45304100246,2024-03-11 15:19:54
001,664215,001,670349,27710.719634364807,2024-02-22 18:44:38
003,174241,004,815637,43299.20989649112,2024-04-26 03:19:04
005,369601,005,369489,40251.98749718777,2024-05-17 08:57:44
001,666102,003,178098,7384.861864867577,2024-03-10 22:04:22
001,668587,005,374634,19446.468495316894,2024-03-16 14:09:04
004,819913,005,371601,11780.459355546764,2024-02-23 16:29:28
005,371131,004,812332,5680.858836459748,2024-05-23 20:06:49
003,176017,003,174951,21628.799360911977,2024-05-28 03:56:35
004,820377,005,375809,22090.075340712858,2024-09-25 15:16:41
002,823617,001,663346,27657.765157431226,2024-03-11 15:31:53
002,828178,004,811870,10112.857374894427,2024-06-14 03:42:13
002,828774,003,179148,8414.29235534224,2024-03-20 10:13:31
002,826476,005,369943,37163.89013842928,2024-03-05 06:38:56
003,172781,004,815804,30421.685568822435,2024-12-15 23:16:14
004,819715,005,373606,30421.685568822435,2024-06-17 19:41:38
001,668568,003,178402,30421.685568822435,2024-11-20 08:59:35
004,816454,005,370167,38871.17669153927,2024-03-08 03:00:49
005,375802,001,662641,26601.71479257343,2024-11-13 23:31:50
001,668190,004,816498,42642.76585561594,2024-08-17 10:57:22
003,175624,005,372123,9507.09822984141,2024-01-11 19:05:20
002,820503,005,371281,49340.09600337788,2024-08-21 14:18:26
002,827804,001,667722,37216.70780476544,2024-06-04 01:39:34
001,667205,002,821424,49237.08149452008,2024-10-06 17:06:41
001,670882,003,178326,26819.743056878862,2024-08-26 11:40:52
004,813542,005,374670,36686.59807357696,2024-02-19 21:59:53
004,812255,003,177080,30523.44220311407,2024-09-15 23:54:28
005,370730,003,175206,30523.44220311407,2024-09-02 05:50:26
001,661848,004,813819,30523.44220311407,2024-02-18 09:39:33
001,662801,003,173261,20168.09118784511,2024-03-19 17:10:23
005,369856,005,377222,24375.780017464494,2024-09-27 10:22:12
003,175309,005,373442,14536.897845414296,2024-01-04 02:52:58
003,172946,002,827824,18900.94540485744,2024-06-17 07:29:15
005,375859,003,177619,36665.86210749774,2024-12-10 18:16:29
005,370367,004,812623,32322.177894997967,2024-10-20 14:27:36
003,179316,003,180370,13240.08534266058,2024-12-05 23:02:01
001,665119,004,810784,37075.65418530947,2024-02-13 13:48:12
003,179169,002,829823,41422.30529721687,2024-01-16 11:26:16
002,828973,002,824648,30345.57548148782,2024-12-15 19:18:00
004,818689,003,176740,30345.57548148782,2024-08-25 23:41:45
002,821593,001,669311,30345.57548148782,2024-12-14 20:47:37
003,176022,001,664259,30905.51434637256,2024-08-09 18:24:36
001,663529,004,813920,30905.51434637256,2024-01-13 02:23:52
005,370249,001,664120,30905.51434637256,2024-02-15 18:27:23
003,179490,003,171276,9972.005536822746,2024-09-23 12:00:25
002,825737,002,823446,34592.4078624984,2024-03-19 19:55:13
002,822711,001,666350,6045.0751306718,2024-01-09 13:28:21
001,663016,002,829033,28785.65730778473,2024-10-23 09:52:14
004,817088,004,816114,49589.61939811058,2024-10-09 04:12:29
002,825490,005,375898,48101.193810635865,2024-06-19 14:10:09
005,374441,003,179968,835.2575795699712,2024-07-30 18:45:52
003,171545,001,669481,17645.64695050576,2024-07-27 09:18:38
003,174097,003,179053,39839.104215922416,2024-02-21 21:03:53
005,371962,001,670797,40242.49561931872,2024-09-02 01:49:42
001,666272,001,665147,40089.15397226061,2024-03-27 07:06:33
005,370165,005,373100,30188.148156549363,2024-02-26 00:58:59
003,175027,002,827531,49325.32272199117,2024-04-12 00:40:39
004,819800,004,814602,35605.807164305275,2024-12-27 02:09:05
002,823614,005,368409,41427.862930175565,2024-03-30 03:17:49
003,173042,002,820498,27157.386148145408,2024-07-27 00:43:30
004,815460,005,375760,37495.6554928368,2024-09-26 12:55:27
005,374832,002,825860,49299.309415972166,2024-01-06 22:36:34
002,826258,001,663812,45257.86652343525,2024-02-15 05:29:42
002,826140,004,817964,18813.17731146406,2024-07-29 21:21:59
005,371301,002,829913,44449.64217178789,2024-02-06 11:13:41
005,369781,005,377731,35276.51221280648,2024-09-18 01:23:48
004,811149,002,820985,14781.240922738423,2024-10-16 19:30:49
004,819394,004,818912,46986.11196624119,2024-03-04 03:42:26
001,664278,004,811401,20578.648772901044,2024-11-16 22:09:24
004,816203,002,822625,21697.987389947222,2024-05-30 21:04:31
002,825466,002,824483,41591.5038711036,2024-05-27 08:47:12
002,827026,003,175616,40019.35074390439,2024-03-21 16:56:21
004,815285,001,665813,31625.51313499478,2024-12-02 13:47:37
005,376664,004,816857,9766.628019164633,2024-12-29 16:50:30
001,663558,004,812728,47161.210578716666,2024-03-06 00:38:06
004,818460,004,819118,5954.930158009454,2024-01-21 05:28:19
001,669327,001,668833,46067.03719210543,2024-01-10 07:42:20
003,177010,004,814788,47449.76311614721,2024-02-23 21:13:50
001,669571,002,829715,6511.120191701962,2024-01-31 13:49:17
003,178723,003,178871,24715.4972681666,2024-08-19 06:13:51
001,666409,001,670821,18667.05551494116,2024-04-21 15:17:06
002,820882,003,180028,12354.96534088583,2024-09-12 21:01:51
001,666071,002,826444,31634.052160985637,2024-09-03 18:49:42
003,172560,003,177488,31634.052160985637,2024-04-28 04:23:23
004,816650,001,669155,31634.052160985637,2024-10-12 21:54:03
002,827016,004,814600,673.6053620240559,2024-03-06 09:30:41
002,824640,001,664252,21575.907789170546,2024-09-12 15:28:48
003,177000,001,666082,13392.973686047002,2024-07-02 12:22:56
002,821376,004,818918,43649.25292425165,2024-06-23 09:35:18
002,828351,002,828129,33977.059243294134,2024-03-24 02:41:44
001,662695,001,669966,39066.912618055176,2024-12-07 18:02:13
002,830060,005,376817,21866.589826130472,2024-01-01 11:31:02
005,376318,003,180582,19225.166897990548,2024-04-16 15:23:24
005,368716,001,664131,31777.63351930672,2024-03-14 09:29:33
005,369133,005,370804,27590.42392955131,2024-01-14 14:19:32
001,662224,002,820707,10894.975995362123,2024-01-22 04:42:40
003,175130,002,821060,2032.1878574694176,2024-03-27 17:47:37
002,826936,005,368312,8899.665376839972,2024-02-20 07:12:04
001,668966,005,372071,668.2120745567253,2024-07-31 15:38:27
002,829160,003,171512,20525.25300457596,2024-08-07 15:48:47
001,666779,001,664645,19010.79040739905,2024-07-17 10:37:58
005,377470,005,373166,1087.338929062431,2024-11-14 11:10:43
002,826505,002,827745,17656.64916120977,2024-07-24 05:15:44
002,828817,002,822381,8149.251195937453,2024-04-27 07:48:56
003,171987,005,368688,43972.93362789693,2024-02-19 01:44:38
003,172039,002,822564,10532.931327870318,2024-11-17 06:46:27
004,818099,002,825120,34756.700294734714,2024-12-05 14:25:54
002,823384,001,666081,32636.56604929912,2024-06-09 20:59:06
005,370909,005,369732,33485.25271460271,2024-08-30 10:46:44
003,180466,001,669259,5027.343275706425,2024-10-16 17:10:24
004,815451,001,669189,30476.93533271158,2024-08-17 14:44:01
003,179636,001,665509,30476.93533271158,2024-06-01 20:50:43
005,377306,002,823836,30476.93533271158,2024-09-07 12:33:46
001,670171,005,374803,34207.30094710431,2024-01-06 06:07:53
004,815167,001,665543,14713.938965915724,2024-02-13 07:32:39
004,817987,001,661063,46029.55303874207,2024-02-27 11:11:18
004,816539,005,376499,21811.318885102664,2024-08-03 07:46:21
001,665100,001,661709,22021.101666788523,2024-09-12 21:25:07
005,376797,003,180191,29045.7999385682,2024-02-11 12:26:45
002,827412,004,817640,16483.040087398032,2024-08-24 21:03:46
002,821632,001,669857,26119.47874178998,2024-06-07 01:28:26
001,666090,005,374813,37593.48791684407,2024-09-15 20:53:34
001,665954,004,818799,13722.758250365958,2024-08-31 13:55:03
001,661102,002,828823,16110.173444119002,2024-10-23 06:25:08
003,174426,003,176576,13245.303241516523,2024-02-22 19:15:30
002,823458,001,669679,30063.982546281262,2024-04-29 13:03:53
003,176053,002,825658,30063.982546281262,2024-10-12 08:14:27
002,824128,001,666893,30063.982546281262,2024-05-24 10:40:41
004,815875,002,822202,48439.519379867525,2024-10-30 08:10:59
002,823159,005,373395,12420.264076244035,2024-05-16 16:34:10
003,180493,002,829691,18566.35502041439,2024-03-07 04:59:52
001,666814,004,813511,33729.676459318296,2024-07-11 14:18:49
001,670523,004,816881,32899.33484445673,2024-05-08 04:14:55
001,668176,001,670481,19381.205649345207,2024-12-20 15:04:14
004,812030,003,180633,40779.50160604616,2024-12-24 06:49:50
003,172298,004,811025,4658.390397506672,2024-04-30 00:11:35
005,369251,004,817245,2783.4993567169736,2024-04-10 05:03:21
005,375864,002,825723,100946.32978603378,2024-02-04 12:02:46
001,666803,003,179662,100867.9849449854,2024-02-03 03:02:46
001,668496,005,368371,93552.92955616108,2024-02-04 05:02:46
003,178802,001,669556,87541.19897539448,2024-02-03 04:02:46
002,829819,003,171490,112981.52585434922,2024-02-05 04:02:46
001,663224,002,824869,104577.96596902687,2024-02-04 02:02:46
002,826384,004,815883,111120.76516408611,2024-02-02 15:02:46
002,822418,004,811864,4249.857293517589,2024-10-04 18:58:27
005,371977,005,373748,39255.59072582451,2024-01-03 11:54:55
001,662164,004,819791,15281.131213395896,2024-10-14 21:13:46
002,821894,003,174228,43729.64546035835,2024-04-21 19:10:05
005,374644,004,813046,39109.14358946039,2024-06-30 08:55:17
004,816199,003,173578,5138.969113974364,2024-03-22 17:33:11
003,178132,004,812234,96855.16230650432,2024-12-10 07:47:06
003,177017,005,368031,105528.3434741472,2024-12-13 10:47:06
001,670655,004,815927,103307.64635472672,2024-12-11 19:47:06
003,176302,001,668493,93845.92671616594,2024-12-12 10:47:06
004,817821,005,376468,113810.15001775838,2024-12-13 12:47:06
002,822158,005,376567,114041.37518435504,2024-12-12 14:47:06
005,370890,005,375716,110826.49668955964,2024-12-11 10:47:06
002,820770,004,818869,99060.94597714453,2024-12-11 10:47:06
004,811687,002,826266,119252.93176070972,2024-12-12 06:47:06
001,665589,002,828896,7035.698247336588,2024-03-20 14:27:59
005,373224,001,668638,12642.71755980925,2024-11-16 18:57:17
001,668606,002,822861,23375.734493416134,2024-09-16 02:43:46
002,829381,002,830073,24715.70231053408,2024-06-15 02:10:13
004,811454,005,368075,31280.89792994308,2024-03-30 00:50:12
002,824146,004,812593,31280.89792994308,2024-05-05 08:11:21
003,173260,001,663857,31280.89792994308,2024-08-17 15:11:40
002,829538,003,178977,102750.11109352027,2024-11-14 20:39:49
005,375695,002,827362,92351.19166542984,2024-11-16 09:39:49
002,828651,001,663103,90803.65951557284,2024-11-15 08:39:49
003,180841,002,821594,101585.43477847285,2024-11-14 03:39:49
004,815773,002,825667,85089.50907026895,2024-11-15 08:39:49
001,662958,005,370944,97846.65886070069,2024-11-14 12:39:49
005,370094,001,661620,25005.013679858217,2024-11-02 21:55:26
001,664081,004,815405,36349.31989076682,2024-11-25 00:13:48
004,819295,005,368140,34010.003181103246,2024-05-27 15:03:18
001,661114,005,371542,84380.93402473742,2024-11-06 23:20:05
004,813365,001,665127,115904.48246965295,2024-11-05 10:20:05
001,663775,003,179639,101905.01447672329,2024-11-05 09:20:05
001,663092,004,810786,92786.46662056366,2024-11-06 18:20:05
005,371840,005,368287,95856.46028098544,2024-11-05 19:20:05
002,825727,002,824089,117460.98964833496,2024-11-06 03:20:05
002,820708,002,825863,24813.814575672364,2024-04-08 16:01:15
001,666442,003,178262,31478.28869478252,2024-03-24 08:45:48
001,670473,001,665498,31478.28869478252,2024-04-23 06:40:00
004,813690,003,180158,31478.28869478252,2024-08-01 09:56:22
005,372935,002,828247,569.0973674342796,2024-02-17 16:16:04
003,178440,001,665982,26501.51846560888,2024-05-26 12:01:53
003,180624,005,370941,16213.744956630431,2024-11-26 08:32:03
005,368004,002,821270,6983.927984084226,2024-03-28 04:03:50
001,665304,005,371715,34653.87236708341,2024-02-27 02:53:29
004,812900,005,374722,17160.50913018167,2024-08-02 10:15:29
003,177846,004,812032,36556.44586593004,2024-03-21 06:02:45
005,369377,001,665346,24069.12878466438,2024-06-03 00:07:26
005,372661,001,670998,5998.68359392366,2024-04-25 13:21:42
005,372064,002,825737,5226.5698136028,2024-08-02 14:33:41
002,820150,001,663248,11691.676737271297,2024-10-11 22:34:24
002,822964,003,179953,2205.805250707066,2024-06-24 09:37:24
001,666596,002,825664,19163.26287445463,2024-09-08 14:50:15
005,368855,003,172335,40181.85780638656,2024-09-22 15:49:16
001,667642,002,820597,2952.9611450644747,2024-05-15 21:05:33
003,173350,001,667197,15720.571233597797,2024-01-05 19:27:13
002,820556,005,373773,29801.29034929353,2024-06-10 17:29:53
005,370781,004,819867,2610.420922897214,2024-10-22 03:50:13
002,824494,004,813941,19737.05447608166,2024-02-24 03:43:34
002,825533,002,821936,102215.03883298449,2024-12-23 15:21:37
001,665620,003,174721,89398.42442450645,2024-12-21 05:21:37
003,172280,003,174474,89726.16108226677,2024-12-21 20:21:37
005,375194,001,665322,110494.60764178068,2024-12-24 02:21:37
005,373665,002,826234,101652.65373012352,2024-12-21 22:21:37
001,670762,002,823136,87135.83933115416,2024-12-23 01:21:37
004,815390,004,815937,8920.709363324455,2024-04-13 23:45:48
005,375581,004,818625,37219.26985543506,2024-05-20 12:32:47
001,664916,003,178446,15329.153111890795,2024-12-06 12:44:07
003,176027,005,369834,32966.471659056995,2024-05-20 18:45:50
003,179668,003,174174,31256.19407313968,2024-06-26 00:27:35
004,819881,003,172560,31256.19407313968,2024-08-20 13:34:20
001,665814,003,177949,31256.19407313968,2024-05-05 01:24:22
003,170973,005,372978,6876.825834998435,2024-07-31 16:23:32
002,825667,003,178287,17218.85435968252,2024-07-26 16:15:04
004,814431,002,829555,30831.421140196733,2024-08-27 02:08:29
003,174839,003,172867,30831.421140196733,2024-06-17 14:57:21
